transaction_id,date_key,customer_key,channel_key,city_key,amount,status,processing_time
T2026070100000,20260701,742,2,1,649.03,success,2.58
T2026070100001,20260701,485,1,4,530.33,success,1.77
T2026070100002,20260701,356,4,4,283.45,success,2.9
T2026070100003,20260701,8,3,3,332.46,success,2.43
T2026070100004,20260701,170,1,2,277.71,success,3.06
T2026070100005,20260701,620,3,2,348.31,success,4.01
T2026070100006,20260701,276,3,1,990.67,success,1.85
T2026070100007,20260701,761,4,2,300.49,failed,4.33
T2026070100008,20260701,936,4,2,214.2,success,3.11
T2026070100009,20260701,150,2,4,143.87,success,2.37
T2026070100010,20260701,751,3,3,528.14,success,2.41
T2026070100011,20260701,483,3,2,710.15,success,1.58
T2026070100012,20260701,307,3,2,637.83,success,2.12
T2026070100013,20260701,124,1,3,268.98,success,2.87
T2026070100014,20260701,454,4,2,586.27,success,0.75
T2026070100015,20260701,714,2,2,622.74,success,4.71
T2026070100016,20260701,942,1,2,951.22,success,2.36
T2026070100017,20260701,411,4,3,327.84,success,2.67
T2026070100018,20260701,682,1,2,184.78,success,4.26
T2026070100019,20260701,85,2,3,85.18,success,1.87
T2026070100020,20260701,825,1,2,40.77,failed,0.61
T2026070100021,20260701,317,3,3,631.72,success,3.64
T2026070100022,20260701,698,1,3,578.57,failed,4.3
T2026070100023,20260701,548,3,2,422.6,success,4.09
T2026070100024,20260701,178,2,4,251.71,success,3.31
T2026070100025,20260701,501,3,1,120.27,success,3.24
T2026070100026,20260701,133,3,4,794.08,success,2.36
T2026070100027,20260701,722,1,3,961.22,success,2.72
T2026070100028,20260701,853,4,1,126.94,success,2.51
T2026070100029,20260701,690,4,1,588.61,success,4.34
T2026070100030,20260701,140,4,3,257.23,success,0.79
T2026070100031,20260701,501,3,1,923.12,success,1.71
T2026070100032,20260701,451,3,1,412.43,success,4.93
T2026070100033,20260701,486,2,2,64.52,success,1.19
T2026070100034,20260701,64,3,1,219.82,failed,2.54
T2026070100035,20260701,576,2,4,162.7,success,3.33
T2026070100036,20260701,549,1,1,705.2,success,3.96
T2026070100037,20260701,973,2,1,826.18,success,1.48
T2026070100038,20260701,126,1,1,986.14,success,2.99
T2026070100039,20260701,29,1,4,658.32,success,2.81
T2026070100040,20260701,225,3,3,361.58,success,1.85
T2026070100041,20260701,273,4,3,245.63,success,3.75
T2026070100042,20260701,779,2,1,309.4,success,3.05
T2026070100043,20260701,45,2,3,509.04,success,0.74
T2026070100044,20260701,976,3,2,205.27,success,2.38
T2026070100045,20260701,540,2,3,701.06,success,3.73
T2026070100046,20260701,772,4,4,194.09,success,4.91
T2026070100047,20260701,679,1,1,993.41,success,3.6
T2026070100048,20260701,981,3,4,619.17,success,3.51
T2026070100049,20260701,890,4,2,662.77,success,4.34
T2026070100050,20260701,480,3,1,568.87,success,4.06
T2026070100051,20260701,762,1,3,30.57,success,2.13
T2026070100052,20260701,569,4,3,739.37,success,3.43
T2026070100053,20260701,341,4,3,169.99,success,2.31
T2026070100054,20260701,408,4,4,394.2,failed,4.08
T2026070100055,20260701,363,3,2,687.04,success,0.75
T2026070100056,20260701,615,3,1,208.51,success,1.32
T2026070100057,20260701,191,1,1,568.8,success,1.95
T2026070100058,20260701,692,4,2,950.84,success,3.44
T2026070100059,20260701,369,2,1,975.28,success,3.3
T2026070100060,20260701,969,3,3,19.09,success,3.28
T2026070100061,20260701,196,1,3,678.88,success,4.03
T2026070100062,20260701,788,3,3,785.99,success,1.66
T2026070100063,20260701,926,4,1,31.86,success,1.07
T2026070100064,20260701,29,3,4,292.88,success,3.49
T2026070100065,20260701,924,1,2,884.97,success,2.34
T2026070100066,20260701,206,3,2,682.08,success,4.34
T2026070100067,20260701,170,1,2,993.71,success,3.86
T2026070100068,20260701,614,2,3,251.49,success,2.88
T2026070100069,20260701,807,2,4,944.21,success,1.5
T2026070100070,20260701,132,2,4,359.64,success,1.53
T2026070100071,20260701,607,1,2,783.75,success,3.02
T2026070100072,20260701,873,3,4,699.84,success,1.19
T2026070100073,20260701,661,3,4,847.09,success,4.61
T2026070100074,20260701,65,2,4,288.27,success,3.91
T2026070100075,20260701,710,4,1,220.2,success,2.91
T2026070100076,20260701,326,4,1,297.49,success,2.65
T2026070100077,20260701,264,1,1,811.71,success,4.07
