transaction_id,date_key,customer_key,channel_key,amount,status,processing_time
T2026021400000,20260214,655,1,34.76,success,1.5
T2026021400001,20260214,755,1,679.93,success,0.89
T2026021400002,20260214,433,1,39.5,success,2.77
T2026021400003,20260214,28,2,718.86,success,2.39
T2026021400004,20260214,460,3,811.34,success,4.13
T2026021400005,20260214,715,4,346.85,success,4.81
T2026021400006,20260214,345,1,101.82,success,4.31
T2026021400007,20260214,619,3,809.06,success,2.91
T2026021400008,20260214,997,4,88.01,success,3.33
T2026021400009,20260214,907,3,581.58,success,0.71
T2026021400010,20260214,234,3,985.37,success,4.4
T2026021400011,20260214,390,3,458.88,success,1.23
T2026021400012,20260214,364,2,673.47,success,3.58
T2026021400013,20260214,74,2,538.8,success,2.58
T2026021400014,20260214,277,2,687.77,success,3.99
T2026021400015,20260214,235,1,807.0,success,0.8
T2026021400016,20260214,936,3,220.5,success,4.48
T2026021400017,20260214,659,4,151.44,success,3.85
T2026021400018,20260214,552,3,749.54,success,3.13
T2026021400019,20260214,371,2,997.35,success,2.72
T2026021400020,20260214,774,1,862.49,success,1.22
T2026021400021,20260214,697,4,600.44,success,3.18
T2026021400022,20260214,480,3,971.37,success,0.55
T2026021400023,20260214,739,1,684.89,success,1.7
T2026021400024,20260214,657,3,120.44,success,2.54
T2026021400025,20260214,977,3,972.17,success,2.78
T2026021400026,20260214,109,3,843.25,success,1.4
T2026021400027,20260214,383,2,543.99,success,2.89
T2026021400028,20260214,1,3,493.72,success,2.13
T2026021400029,20260214,852,3,247.06,success,3.05
T2026021400030,20260214,81,1,734.59,success,4.9
T2026021400031,20260214,546,2,137.11,success,2.97
T2026021400032,20260214,272,4,964.72,failed,3.9
T2026021400033,20260214,707,2,715.82,success,3.52
T2026021400034,20260214,383,4,900.62,success,1.62
T2026021400035,20260214,66,3,30.82,success,3.15
T2026021400036,20260214,8,1,710.76,success,0.8
T2026021400037,20260214,33,3,80.15,success,3.51
T2026021400038,20260214,220,2,726.12,success,3.09
T2026021400039,20260214,249,4,809.42,success,0.94
T2026021400040,20260214,442,3,429.34,success,3.78
T2026021400041,20260214,690,1,70.01,success,4.1
T2026021400042,20260214,112,2,199.67,success,1.13
T2026021400043,20260214,188,3,468.0,success,0.84
T2026021400044,20260214,828,1,60.08,failed,4.26
T2026021400045,20260214,993,1,927.1,success,1.25
T2026021400046,20260214,498,4,221.61,success,0.76
T2026021400047,20260214,389,1,985.46,success,4.03
T2026021400048,20260214,466,3,428.78,failed,4.98
T2026021400049,20260214,570,4,163.25,success,4.86
T2026021400050,20260214,594,1,750.5,success,3.13
T2026021400051,20260214,515,2,66.31,success,4.33
T2026021400052,20260214,71,1,678.46,success,1.04
T2026021400053,20260214,912,2,583.13,success,0.87
T2026021400054,20260214,674,3,935.36,success,3.72
T2026021400055,20260214,245,3,401.83,success,1.85
T2026021400056,20260214,324,1,19.22,success,3.03
T2026021400057,20260214,103,1,542.26,success,1.1
T2026021400058,20260214,358,1,880.48,success,1.21
T2026021400059,20260214,854,3,615.56,failed,3.44
T2026021400060,20260214,9,3,932.44,success,4.45
T2026021400061,20260214,271,1,890.82,success,1.2
T2026021400062,20260214,289,2,720.44,success,3.35
T2026021400063,20260214,271,4,258.61,failed,0.73
T2026021400064,20260214,650,4,831.05,success,2.0
T2026021400065,20260214,134,3,169.97,success,3.68
T2026021400066,20260214,575,1,120.76,failed,3.61
T2026021400067,20260214,153,1,836.25,success,1.17
T2026021400068,20260214,131,1,315.18,success,4.08
T2026021400069,20260214,882,1,899.94,success,1.62
T2026021400070,20260214,106,3,782.32,success,2.33
T2026021400071,20260214,636,2,926.51,success,1.23
T2026021400072,20260214,820,2,882.6,success,3.81
T2026021400073,20260214,341,4,804.21,success,4.15
T2026021400074,20260214,274,2,789.5,success,4.42
T2026021400075,20260214,880,4,230.21,success,2.57
T2026021400076,20260214,313,2,230.69,success,2.29
T2026021400077,20260214,286,1,967.22,success,3.39
T2026021400078,20260214,410,3,939.84,success,4.87
T2026021400079,20260214,183,3,47.87,success,2.06
T2026021400080,20260214,806,3,442.03,failed,1.02
T2026021400081,20260214,922,2,262.18,success,0.51
T2026021400082,20260214,948,2,370.58,success,3.49
T2026021400083,20260214,339,3,666.75,success,4.55
T2026021400084,20260214,520,3,670.22,success,3.64
T2026021400085,20260214,568,2,199.92,success,2.21
T2026021400086,20260214,767,2,619.36,success,2.97
T2026021400087,20260214,1,3,294.04,success,3.11
T2026021400088,20260214,671,3,470.34,success,1.46
T2026021400089,20260214,485,2,662.26,success,3.49
T2026021400090,20260214,635,3,102.45,failed,1.56
T2026021400091,20260214,318,2,808.5,success,0.71
T2026021400092,20260214,487,1,460.86,success,3.09
T2026021400093,20260214,736,4,499.43,success,3.45
T2026021400094,20260214,6,1,780.64,success,4.12
T2026021400095,20260214,713,4,59.72,success,4.32
T2026021400096,20260214,468,2,803.4,success,4.95
T2026021400097,20260214,610,3,950.54,success,3.26
T2026021400098,20260214,737,4,832.26,success,4.54
T2026021400099,20260214,762,4,455.57,success,4.28
T2026021400100,20260214,284,4,630.48,success,0.85
T2026021400101,20260214,293,2,279.0,success,2.93
T2026021400102,20260214,142,2,238.95,success,3.68
T2026021400103,20260214,66,4,413.52,success,2.37
T2026021400104,20260214,212,4,395.58,success,4.76
T2026021400105,20260214,21,4,482.21,failed,1.84
T2026021400106,20260214,400,4,542.84,success,4.1
T2026021400107,20260214,920,2,493.35,success,2.69
T2026021400108,20260214,399,3,672.18,success,3.76
T2026021400109,20260214,861,4,920.35,failed,2.9
T2026021400110,20260214,929,4,595.97,success,0.88
T2026021400111,20260214,439,2,868.18,success,1.67
T2026021400112,20260214,336,2,460.15,success,4.46
T2026021400113,20260214,285,4,259.75,success,0.59
T2026021400114,20260214,553,1,999.91,success,3.43
T2026021400115,20260214,800,1,756.69,failed,1.4
T2026021400116,20260214,21,2,246.16,success,1.01
T2026021400117,20260214,971,2,470.38,success,2.16
T2026021400118,20260214,621,1,780.01,success,1.9
T2026021400119,20260214,593,1,929.6,success,4.59
T2026021400120,20260214,385,4,942.06,success,3.16
T2026021400121,20260214,851,2,110.88,success,4.33
T2026021400122,20260214,615,1,798.26,success,0.68
T2026021400123,20260214,546,4,664.91,success,3.41
T2026021400124,20260214,13,4,824.11,success,4.82
T2026021400125,20260214,651,4,710.24,success,3.8
T2026021400126,20260214,989,3,619.75,failed,3.99
T2026021400127,20260214,477,4,827.48,success,1.95
T2026021400128,20260214,252,1,286.14,success,3.88
T2026021400129,20260214,584,4,343.03,success,1.96
T2026021400130,20260214,500,2,361.28,success,1.76
T2026021400131,20260214,611,3,560.23,success,1.36
T2026021400132,20260214,248,4,493.69,success,3.61
T2026021400133,20260214,662,4,453.69,success,1.82
T2026021400134,20260214,415,2,313.14,success,2.63
T2026021400135,20260214,544,3,431.25,success,1.99
T2026021400136,20260214,720,4,278.21,success,1.04
