transaction_id,date_key,customer_key,channel_key,city_key,amount,status,processing_time
T2026072800000,20260728,631,3,4,735.01,success,3.05
T2026072800001,20260728,126,3,1,219.81,success,3.92
T2026072800002,20260728,574,3,2,482.51,success,4.42
T2026072800003,20260728,85,2,3,186.04,success,4.71
T2026072800004,20260728,803,2,3,390.31,success,0.69
T2026072800005,20260728,842,4,3,301.11,success,4.44
T2026072800006,20260728,430,3,3,20.2,success,2.31
T2026072800007,20260728,206,4,2,478.62,success,1.18
T2026072800008,20260728,509,3,2,194.59,failed,4.43
T2026072800009,20260728,304,1,3,22.61,success,0.63
T2026072800010,20260728,549,2,1,303.52,success,2.77
T2026072800011,20260728,435,4,4,877.93,success,3.87
T2026072800012,20260728,843,3,1,550.17,failed,1.75
T2026072800013,20260728,940,3,3,463.13,success,1.05
T2026072800014,20260728,461,2,3,965.9,success,4.91
T2026072800015,20260728,620,3,2,59.01,success,4.68
T2026072800016,20260728,752,1,4,644.71,success,4.86
T2026072800017,20260728,30,3,2,328.45,success,1.34
T2026072800018,20260728,70,3,4,688.02,success,1.76
T2026072800019,20260728,147,2,1,456.29,success,3.04
T2026072800020,20260728,900,4,3,90.39,success,2.94
T2026072800021,20260728,970,3,3,284.94,failed,2.69
T2026072800022,20260728,627,1,1,853.71,success,1.3
T2026072800023,20260728,969,1,3,453.72,failed,3.72
T2026072800024,20260728,912,3,2,726.12,success,3.71
T2026072800025,20260728,454,4,2,24.52,success,1.43
T2026072800026,20260728,222,1,2,931.7,success,3.15
T2026072800027,20260728,709,2,4,559.19,success,4.79
T2026072800028,20260728,284,3,3,171.94,success,1.26
T2026072800029,20260728,887,1,3,747.74,success,2.62
T2026072800030,20260728,851,3,3,961.95,success,3.01
T2026072800031,20260728,972,3,3,219.84,success,0.62
T2026072800032,20260728,853,1,1,751.71,success,2.0
T2026072800033,20260728,333,4,3,389.95,success,1.62
T2026072800034,20260728,598,4,1,581.07,success,4.5
T2026072800035,20260728,780,3,2,947.25,success,2.15
T2026072800036,20260728,574,4,2,237.68,failed,0.95
T2026072800037,20260728,799,3,1,542.25,success,2.79
T2026072800038,20260728,628,3,4,592.53,success,4.82
T2026072800039,20260728,678,3,4,225.55,success,3.1
T2026072800040,20260728,889,2,4,813.88,failed,0.93
T2026072800041,20260728,731,4,3,460.94,failed,4.95
T2026072800042,20260728,38,4,1,479.64,success,4.15
T2026072800043,20260728,950,2,3,611.44,success,3.55
T2026072800044,20260728,238,2,2,397.22,success,4.15
T2026072800045,20260728,828,3,3,707.41,success,4.84
T2026072800046,20260728,477,2,3,532.07,success,3.9
T2026072800047,20260728,540,1,3,198.26,success,3.83
T2026072800048,20260728,699,2,1,128.21,success,3.03
T2026072800049,20260728,171,3,2,99.75,success,3.16
T2026072800050,20260728,181,2,1,726.65,success,2.59
T2026072800051,20260728,209,4,2,606.19,success,1.61
T2026072800052,20260728,882,1,3,630.55,success,0.88
T2026072800053,20260728,645,3,2,896.7,success,2.86
T2026072800054,20260728,736,2,4,402.47,success,3.57
T2026072800055,20260728,942,3,2,585.35,success,3.01
T2026072800056,20260728,646,4,1,473.12,success,0.6
T2026072800057,20260728,79,1,4,594.82,success,1.31
T2026072800058,20260728,459,2,4,363.1,success,1.98
T2026072800059,20260728,70,4,4,37.91,success,0.73
T2026072800060,20260728,848,3,3,548.81,success,2.58
T2026072800061,20260728,835,2,1,927.91,success,1.08
T2026072800062,20260728,643,4,2,870.89,success,3.61
T2026072800063,20260728,979,1,4,844.51,success,0.78
T2026072800064,20260728,634,4,3,883.32,success,3.25
T2026072800065,20260728,252,4,2,775.14,success,2.94
T2026072800066,20260728,889,3,4,953.18,success,1.91
T2026072800067,20260728,757,3,4,624.52,success,2.08
T2026072800068,20260728,532,1,2,27.39,success,4.67
T2026072800069,20260728,153,1,4,227.55,failed,3.46
T2026072800070,20260728,107,2,1,576.49,success,3.14
T2026072800071,20260728,986,2,3,455.62,success,2.68
T2026072800072,20260728,804,2,3,159.34,failed,4.06
T2026072800073,20260728,659,3,4,57.51,failed,1.39
T2026072800074,20260728,450,3,2,242.18,success,4.4
T2026072800075,20260728,202,4,1,962.65,success,2.61
T2026072800076,20260728,620,4,2,514.37,success,4.22
T2026072800077,20260728,328,3,2,861.56,success,3.61
T2026072800078,20260728,82,2,2,565.68,success,4.97
T2026072800079,20260728,744,1,3,758.09,failed,1.46
T2026072800080,20260728,270,1,3,341.27,success,2.98
T2026072800081,20260728,564,4,4,371.45,success,1.98
T2026072800082,20260728,902,2,2,268.48,success,2.16
T2026072800083,20260728,736,3,4,736.49,success,4.09
T2026072800084,20260728,385,2,2,260.96,failed,2.41
T2026072800085,20260728,838,4,4,664.85,success,1.82
T2026072800086,20260728,693,2,1,850.28,success,4.78
T2026072800087,20260728,218,2,3,765.36,success,4.44
T2026072800088,20260728,631,2,4,450.48,success,2.66
T2026072800089,20260728,334,2,1,964.42,success,4.3
T2026072800090,20260728,410,2,3,292.61,success,4.19
T2026072800091,20260728,605,2,4,699.19,success,1.67
T2026072800092,20260728,95,4,1,541.16,success,1.24
T2026072800093,20260728,321,4,4,342.93,success,0.85
T2026072800094,20260728,215,4,2,822.62,success,3.55
T2026072800095,20260728,531,1,4,714.87,success,3.6
T2026072800096,20260728,148,4,4,610.63,failed,2.11
T2026072800097,20260728,470,4,4,92.62,success,4.44
T2026072800098,20260728,368,4,1,272.42,success,4.88
T2026072800099,20260728,468,1,4,392.69,success,4.05
T2026072800100,20260728,440,4,3,307.21,success,3.32
T2026072800101,20260728,566,3,1,135.12,failed,4.2
T2026072800102,20260728,606,3,4,19.23,success,1.05
T2026072800103,20260728,200,1,3,896.16,failed,2.84
T2026072800104,20260728,713,3,2,443.35,success,2.2
T2026072800105,20260728,382,2,3,663.96,success,4.76
T2026072800106,20260728,412,2,1,482.8,success,0.87
T2026072800107,20260728,400,3,3,690.52,success,1.18
T2026072800108,20260728,672,3,4,75.05,success,1.36
T2026072800109,20260728,765,4,4,477.97,success,4.04
T2026072800110,20260728,837,4,3,385.15,success,1.34
T2026072800111,20260728,215,2,2,11.12,success,0.89
T2026072800112,20260728,953,1,4,507.11,success,4.18
T2026072800113,20260728,950,1,3,225.45,success,4.84
T2026072800114,20260728,819,3,4,903.7,success,1.53
T2026072800115,20260728,636,4,3,171.2,success,2.25
T2026072800116,20260728,239,3,2,405.89,success,1.73
T2026072800117,20260728,907,4,1,53.08,failed,2.45
T2026072800118,20260728,622,2,4,554.45,success,2.91
T2026072800119,20260728,880,2,1,880.43,success,4.01
T2026072800120,20260728,901,3,1,867.99,success,1.43
T2026072800121,20260728,414,3,2,315.54,success,2.8
T2026072800122,20260728,613,3,1,581.25,failed,1.34
T2026072800123,20260728,378,2,1,96.27,success,3.22
T2026072800124,20260728,445,4,1,51.62,success,1.08
T2026072800125,20260728,801,3,2,525.18,success,1.81
T2026072800126,20260728,520,1,4,364.12,success,3.78
T2026072800127,20260728,306,1,2,508.75,success,2.5
T2026072800128,20260728,802,2,2,654.2,success,1.49
T2026072800129,20260728,62,4,1,747.29,success,2.68
T2026072800130,20260728,731,2,3,405.69,success,4.78
T2026072800131,20260728,368,4,1,217.48,success,2.16
T2026072800132,20260728,970,2,3,889.33,success,3.43
T2026072800133,20260728,635,2,1,694.74,success,1.3
T2026072800134,20260728,143,1,4,411.34,failed,3.49
T2026072800135,20260728,35,4,4,252.06,success,1.92
T2026072800136,20260728,484,1,3,559.8,success,3.45
T2026072800137,20260728,55,2,4,94.37,failed,4.29
T2026072800138,20260728,390,3,3,270.62,success,1.79
T2026072800139,20260728,988,1,4,141.83,success,2.95
T2026072800140,20260728,28,2,2,967.81,success,3.8
T2026072800141,20260728,380,2,4,241.2,success,4.6
T2026072800142,20260728,50,1,2,701.48,success,2.94
T2026072800143,20260728,262,3,4,193.24,success,3.94
T2026072800144,20260728,842,3,3,492.34,success,3.5
T2026072800145,20260728,976,2,2,486.97,success,4.92
T2026072800146,20260728,176,1,4,289.03,success,2.08
T2026072800147,20260728,810,2,1,473.68,success,3.26
T2026072800148,20260728,13,3,3,451.9,success,2.05
T2026072800149,20260728,794,3,2,856.86,success,3.08
T2026072800150,20260728,688,4,1,524.99,success,2.99
T2026072800151,20260728,422,4,2,460.08,success,4.85
T2026072800152,20260728,545,2,3,246.66,success,4.95
T2026072800153,20260728,940,4,3,936.0,success,3.09
T2026072800154,20260728,221,3,3,274.54,success,4.39
T2026072800155,20260728,875,1,3,212.88,success,3.94
T2026072800156,20260728,150,4,4,773.39,success,2.31
T2026072800157,20260728,221,1,3,181.62,success,3.07
T2026072800158,20260728,785,1,1,973.18,success,1.17
T2026072800159,20260728,629,4,4,434.0,success,3.81
T2026072800160,20260728,811,4,2,76.6,success,4.32
T2026072800161,20260728,806,4,3,716.48,success,3.68
T2026072800162,20260728,925,3,3,665.12,success,3.12
T2026072800163,20260728,568,1,3,655.13,success,4.01
T2026072800164,20260728,147,1,1,667.46,success,2.44
T2026072800165,20260728,26,2,2,276.65,success,2.4
T2026072800166,20260728,985,2,4,836.93,success,4.32
T2026072800167,20260728,878,3,1,34.6,success,4.45
T2026072800168,20260728,810,4,1,595.21,success,3.62
T2026072800169,20260728,234,1,3,79.25,success,2.73
T2026072800170,20260728,460,3,2,377.57,success,3.33
T2026072800171,20260728,683,2,4,923.3,success,0.86
T2026072800172,20260728,721,3,2,632.95,success,2.66
T2026072800173,20260728,410,4,3,614.35,success,1.3
T2026072800174,20260728,358,4,4,860.07,success,4.74
T2026072800175,20260728,707,2,3,782.98,success,3.81
T2026072800176,20260728,424,2,2,737.18,success,4.08
T2026072800177,20260728,82,3,2,486.34,success,1.78
T2026072800178,20260728,271,3,1,609.56,failed,3.2
T2026072800179,20260728,450,4,2,262.86,success,4.79
T2026072800180,20260728,574,2,2,35.57,success,2.65
T2026072800181,20260728,473,4,3,611.35,success,3.36
T2026072800182,20260728,437,2,4,363.09,success,2.43
T2026072800183,20260728,983,3,1,293.13,success,3.39
T2026072800184,20260728,511,3,3,262.32,success,2.89
T2026072800185,20260728,830,4,1,330.97,success,4.08
T2026072800186,20260728,758,4,1,136.56,success,2.02
T2026072800187,20260728,871,3,3,87.89,success,0.59
T2026072800188,20260728,967,4,3,863.49,failed,2.36
T2026072800189,20260728,856,2,1,845.22,success,2.26
T2026072800190,20260728,271,2,1,403.05,success,2.95
T2026072800191,20260728,694,2,3,579.01,success,3.79
T2026072800192,20260728,403,3,4,839.34,success,3.16
T2026072800193,20260728,425,1,3,813.55,success,0.7
T2026072800194,20260728,608,4,3,41.93,success,0.6
T2026072800195,20260728,399,4,1,201.98,success,2.0
T2026072800196,20260728,953,1,4,882.23,success,4.52
T2026072800197,20260728,538,4,2,846.29,success,3.87
T2026072800198,20260728,57,1,3,455.92,success,1.33
T2026072800199,20260728,467,3,2,376.15,failed,3.01
T2026072800200,20260728,194,3,3,165.27,success,2.46
T2026072800201,20260728,858,4,4,732.78,success,0.88
T2026072800202,20260728,867,3,2,600.17,success,3.39
T2026072800203,20260728,704,2,3,499.38,success,3.64
T2026072800204,20260728,134,2,4,691.36,success,4.74
T2026072800205,20260728,725,3,3,904.5,success,0.9
T2026072800206,20260728,906,4,3,745.05,success,3.75
T2026072800207,20260728,680,4,3,191.18,success,3.73
T2026072800208,20260728,443,2,4,362.72,success,3.26
T2026072800209,20260728,882,4,3,534.34,success,2.97
T2026072800210,20260728,364,4,2,391.26,success,0.59
T2026072800211,20260728,684,1,1,562.15,success,2.12
T2026072800212,20260728,484,4,3,43.93,success,4.4
T2026072800213,20260728,912,4,2,884.83,success,0.91
T2026072800214,20260728,494,2,1,438.61,success,1.27
T2026072800215,20260728,771,1,2,938.03,failed,3.3
T2026072800216,20260728,936,3,2,692.35,success,2.07
T2026072800217,20260728,992,4,3,832.8,success,4.02
T2026072800218,20260728,827,2,1,208.49,success,3.94
T2026072800219,20260728,735,3,3,775.06,success,0.79
T2026072800220,20260728,334,4,1,972.21,success,2.74
T2026072800221,20260728,75,1,3,738.25,success,1.22
T2026072800222,20260728,548,4,2,127.44,success,4.12
T2026072800223,20260728,284,2,3,264.29,success,1.53
T2026072800224,20260728,530,3,4,863.2,success,0.86
T2026072800225,20260728,997,4,2,371.27,success,0.88
T2026072800226,20260728,993,2,4,291.35,success,4.67
T2026072800227,20260728,758,1,1,213.71,success,2.1
T2026072800228,20260728,687,3,1,945.85,success,0.81
T2026072800229,20260728,660,1,2,956.63,failed,4.67
T2026072800230,20260728,686,1,3,185.57,success,0.69
T2026072800231,20260728,206,2,2,809.2,success,1.88
T2026072800232,20260728,656,2,3,330.45,success,1.58
T2026072800233,20260728,468,3,4,957.32,success,4.32
T2026072800234,20260728,984,4,4,690.44,success,0.74
T2026072800235,20260728,963,1,4,39.37,success,2.03
T2026072800236,20260728,403,1,4,53.68,success,4.49
T2026072800237,20260728,511,4,3,428.82,success,4.38
T2026072800238,20260728,256,2,4,733.26,success,4.64
T2026072800239,20260728,121,2,3,123.82,success,3.03
T2026072800240,20260728,990,4,3,846.64,success,2.87
T2026072800241,20260728,726,2,2,388.4,success,2.64
T2026072800242,20260728,785,2,1,306.12,success,4.77
T2026072800243,20260728,560,2,3,145.47,success,3.34
T2026072800244,20260728,346,1,4,171.02,success,2.88
T2026072800245,20260728,200,4,3,497.28,success,0.76
T2026072800246,20260728,364,2,2,739.76,success,4.77
T2026072800247,20260728,960,3,2,650.59,success,4.9
T2026072800248,20260728,479,3,2,902.55,success,3.17
T2026072800249,20260728,553,1,1,156.06,failed,3.36
T2026072800250,20260728,918,4,4,91.98,success,4.94
T2026072800251,20260728,437,3,4,713.76,success,3.26
T2026072800252,20260728,465,2,4,235.18,success,2.67
T2026072800253,20260728,686,1,3,855.44,success,3.02
T2026072800254,20260728,297,2,3,58.71,success,1.37
T2026072800255,20260728,568,4,3,354.11,success,2.4
T2026072800256,20260728,87,3,4,522.48,failed,2.75
T2026072800257,20260728,338,2,1,941.58,success,1.67
T2026072800258,20260728,897,1,1,294.06,failed,2.03
T2026072800259,20260728,518,4,2,903.44,success,4.25
T2026072800260,20260728,517,3,3,133.61,success,1.3
T2026072800261,20260728,371,4,3,662.84,success,3.14
T2026072800262,20260728,82,1,2,293.28,success,3.93
T2026072800263,20260728,534,2,4,285.4,failed,4.19
T2026072800264,20260728,514,3,3,101.04,success,2.06
T2026072800265,20260728,311,2,1,649.44,success,2.03
T2026072800266,20260728,382,1,3,643.72,failed,3.97
T2026072800267,20260728,561,4,3,141.57,success,0.92
T2026072800268,20260728,962,2,3,292.51,success,3.95
T2026072800269,20260728,3,3,2,52.14,failed,0.9
T2026072800270,20260728,254,1,3,810.87,success,4.33
T2026072800271,20260728,544,2,1,837.78,success,2.66
T2026072800272,20260728,4,3,1,641.67,success,1.4
T2026072800273,20260728,872,3,1,200.43,success,2.06
T2026072800274,20260728,2,4,2,973.27,failed,4.73
T2026072800275,20260728,959,1,4,318.36,success,2.02
T2026072800276,20260728,980,4,4,322.05,failed,4.22
T2026072800277,20260728,805,1,3,499.51,success,2.79
T2026072800278,20260728,494,3,1,18.03,success,4.44
T2026072800279,20260728,790,4,4,71.03,success,0.56
T2026072800280,20260728,83,1,4,276.91,success,1.37
T2026072800281,20260728,534,3,4,68.52,success,2.2
T2026072800282,20260728,638,3,1,905.7,success,4.78
T2026072800283,20260728,142,3,1,890.26,success,1.75
T2026072800284,20260728,232,3,1,72.58,success,4.6
T2026072800285,20260728,997,4,2,29.97,success,2.95
T2026072800286,20260728,351,3,3,657.47,success,3.0
T2026072800287,20260728,789,3,1,44.68,success,0.71
T2026072800288,20260728,273,3,3,772.5,success,4.22
T2026072800289,20260728,389,2,2,919.6,success,0.7
T2026072800290,20260728,853,1,1,145.29,success,1.24
T2026072800291,20260728,919,4,1,743.96,success,1.37
T2026072800292,20260728,688,4,1,281.84,success,3.33
T2026072800293,20260728,348,1,4,480.71,success,2.92
T2026072800294,20260728,634,4,3,286.99,failed,1.52
T2026072800295,20260728,611,2,2,973.27,success,3.92
T2026072800296,20260728,946,4,3,440.13,failed,2.99
T2026072800297,20260728,305,3,1,13.12,success,1.95
T2026072800298,20260728,715,4,1,981.18,failed,4.97
T2026072800299,20260728,987,3,4,298.86,success,1.66
T2026072800300,20260728,145,2,2,103.89,success,1.34
T2026072800301,20260728,575,4,1,958.31,success,4.38
T2026072800302,20260728,104,1,4,189.99,success,2.93
T2026072800303,20260728,659,2,4,502.99,success,4.04
T2026072800304,20260728,893,4,1,632.84,success,2.61
T2026072800305,20260728,127,1,3,362.89,success,2.37
T2026072800306,20260728,484,2,3,13.31,success,2.5
T2026072800307,20260728,956,3,3,487.82,success,1.15
T2026072800308,20260728,825,2,2,422.58,success,2.78
T2026072800309,20260728,559,1,2,478.35,success,1.13
T2026072800310,20260728,134,3,4,994.44,success,3.7
T2026072800311,20260728,300,1,1,524.5,success,2.85
T2026072800312,20260728,847,1,4,887.72,success,1.12
T2026072800313,20260728,188,3,4,313.14,success,3.2
T2026072800314,20260728,101,4,4,703.36,success,2.64
T2026072800315,20260728,679,2,1,676.16,success,3.79
T2026072800316,20260728,185,3,4,697.87,success,2.38
T2026072800317,20260728,79,4,4,27.5,success,3.66
