transaction_id,date_key,customer_key,channel_key,city_key,amount,status,processing_time
T2026091200000,20260912,840,1,4,863.88,success,4.15
T2026091200001,20260912,135,2,4,667.4,success,0.53
T2026091200002,20260912,176,4,4,91.55,success,0.99
T2026091200003,20260912,365,2,4,372.77,failed,4.34
T2026091200004,20260912,998,3,2,183.43,success,0.66
T2026091200005,20260912,64,3,1,832.49,success,3.1
T2026091200006,20260912,494,2,1,994.45,success,3.37
T2026091200007,20260912,343,4,1,58.98,success,1.18
T2026091200008,20260912,741,1,4,954.23,success,4.56
T2026091200009,20260912,364,3,2,611.92,success,4.6
T2026091200010,20260912,466,4,1,253.28,success,4.76
T2026091200011,20260912,389,4,2,69.97,success,1.42
T2026091200012,20260912,425,4,3,104.92,success,2.35
T2026091200013,20260912,907,3,1,140.92,success,4.19
T2026091200014,20260912,821,3,2,94.69,success,3.49
T2026091200015,20260912,93,1,3,599.24,success,3.04
T2026091200016,20260912,806,4,3,869.08,success,4.39
T2026091200017,20260912,441,1,3,281.19,success,1.58
T2026091200018,20260912,225,2,3,12.51,success,0.82
T2026091200019,20260912,372,1,1,300.83,success,3.09
T2026091200020,20260912,238,2,2,767.6,success,3.96
T2026091200021,20260912,794,3,2,437.81,success,0.67
T2026091200022,20260912,462,3,2,154.12,success,3.43
T2026091200023,20260912,110,4,1,896.95,success,4.14
T2026091200024,20260912,195,1,2,627.27,success,4.72
T2026091200025,20260912,641,1,1,742.02,success,2.44
T2026091200026,20260912,845,1,3,659.79,success,4.7
T2026091200027,20260912,505,2,1,981.62,success,4.3
T2026091200028,20260912,407,2,4,270.22,success,2.28
T2026091200029,20260912,847,4,4,653.91,success,2.08
T2026091200030,20260912,573,3,3,610.89,success,4.96
T2026091200031,20260912,552,3,2,175.57,success,2.1
T2026091200032,20260912,873,2,4,938.8,success,3.25
T2026091200033,20260912,96,2,2,80.43,success,1.61
T2026091200034,20260912,612,4,1,683.53,success,3.87
T2026091200035,20260912,60,1,1,408.51,success,1.79
T2026091200036,20260912,187,2,2,674.33,success,4.13
T2026091200037,20260912,67,3,3,103.37,failed,3.25
T2026091200038,20260912,44,3,4,813.51,success,1.97
T2026091200039,20260912,469,3,3,414.57,failed,3.42
T2026091200040,20260912,841,3,3,956.17,success,2.45
T2026091200041,20260912,694,3,3,197.86,success,4.38
T2026091200042,20260912,689,2,1,976.72,success,1.13
T2026091200043,20260912,117,2,2,963.87,success,2.26
T2026091200044,20260912,104,2,4,516.48,success,3.57
T2026091200045,20260912,991,3,4,138.56,success,4.81
T2026091200046,20260912,436,3,2,222.29,success,1.7
T2026091200047,20260912,110,2,1,687.17,success,4.94
T2026091200048,20260912,933,4,3,748.68,success,4.24
T2026091200049,20260912,518,2,2,455.27,failed,4.95
T2026091200050,20260912,105,4,2,997.34,success,1.94
T2026091200051,20260912,48,1,2,277.88,success,1.42
T2026091200052,20260912,631,4,4,451.41,success,3.74
T2026091200053,20260912,770,3,2,729.6,success,4.77
T2026091200054,20260912,253,2,4,779.13,success,4.81
T2026091200055,20260912,471,1,3,865.62,success,4.12
T2026091200056,20260912,341,2,3,40.0,success,4.18
T2026091200057,20260912,67,4,3,791.17,success,1.8
T2026091200058,20260912,582,2,4,353.62,success,2.87
T2026091200059,20260912,598,2,1,790.93,success,1.69
T2026091200060,20260912,560,1,3,16.42,success,2.0
T2026091200061,20260912,761,3,2,484.75,success,2.33
T2026091200062,20260912,835,3,1,844.72,success,4.86
T2026091200063,20260912,435,4,4,54.7,failed,2.8
T2026091200064,20260912,511,4,3,128.34,success,0.94
T2026091200065,20260912,561,4,3,204.64,success,3.78
T2026091200066,20260912,384,3,3,991.41,success,3.59
T2026091200067,20260912,576,4,4,117.74,failed,3.02
T2026091200068,20260912,333,3,3,623.54,success,4.39
T2026091200069,20260912,571,3,3,668.12,success,4.06
T2026091200070,20260912,548,2,2,912.87,failed,0.67
T2026091200071,20260912,957,3,2,699.91,success,1.06
T2026091200072,20260912,898,1,4,86.2,success,0.51
T2026091200073,20260912,146,1,2,314.22,success,3.97
T2026091200074,20260912,469,3,3,535.62,failed,3.76
T2026091200075,20260912,476,1,1,394.01,success,1.54
T2026091200076,20260912,349,3,4,361.21,success,4.83
T2026091200077,20260912,293,3,3,563.1,success,3.58
T2026091200078,20260912,306,2,2,135.28,success,3.31
T2026091200079,20260912,554,4,3,108.02,success,4.45
T2026091200080,20260912,469,4,3,719.38,success,1.2
T2026091200081,20260912,329,1,3,273.21,success,4.25
T2026091200082,20260912,484,2,3,654.46,failed,2.52
T2026091200083,20260912,65,3,4,220.97,success,2.0
T2026091200084,20260912,888,1,4,667.34,success,1.83
T2026091200085,20260912,149,3,1,47.81,failed,1.6
T2026091200086,20260912,31,4,1,307.23,success,1.17
T2026091200087,20260912,759,1,3,766.55,success,2.01
T2026091200088,20260912,770,3,2,264.19,success,4.06
T2026091200089,20260912,600,1,4,873.11,success,1.73
T2026091200090,20260912,756,3,4,943.74,success,2.01
T2026091200091,20260912,631,1,4,364.5,success,3.16
T2026091200092,20260912,210,4,4,691.76,success,3.81
T2026091200093,20260912,454,1,2,573.39,success,1.73
T2026091200094,20260912,693,3,1,622.31,failed,3.35
T2026091200095,20260912,514,2,3,293.11,success,4.82
T2026091200096,20260912,231,2,2,64.53,success,2.94
T2026091200097,20260912,279,3,1,383.31,success,1.31
T2026091200098,20260912,56,2,2,525.9,success,3.94
T2026091200099,20260912,685,1,2,379.19,success,2.7
T2026091200100,20260912,937,2,2,94.7,success,1.45
T2026091200101,20260912,771,3,2,534.05,success,1.61
T2026091200102,20260912,130,3,2,991.54,success,3.17
T2026091200103,20260912,312,4,1,571.32,success,1.09
T2026091200104,20260912,492,4,2,365.56,success,3.55
T2026091200105,20260912,399,3,1,556.83,failed,0.58
T2026091200106,20260912,894,2,1,318.71,failed,2.82
T2026091200107,20260912,635,2,1,190.76,success,3.27
T2026091200108,20260912,527,3,3,678.41,success,4.67
T2026091200109,20260912,823,1,2,411.33,success,0.86
T2026091200110,20260912,50,1,2,803.7,success,2.01
T2026091200111,20260912,447,4,3,784.94,failed,4.41
T2026091200112,20260912,833,4,4,341.72,success,4.68
T2026091200113,20260912,71,3,4,706.25,success,3.2
T2026091200114,20260912,293,3,3,487.82,success,4.51
T2026091200115,20260912,959,4,4,735.51,success,0.72
T2026091200116,20260912,472,2,2,945.08,success,1.54
