transaction_id,date_key,customer_key,channel_key,city_key,amount,status,processing_time
T2026090500000,20260905,192,4,4,815.06,success,3.94
T2026090500001,20260905,204,3,3,67.18,success,4.38
T2026090500002,20260905,765,1,4,682.29,success,2.22
T2026090500003,20260905,860,4,4,755.45,success,3.9
T2026090500004,20260905,371,4,3,215.96,success,4.01
T2026090500005,20260905,366,3,3,571.65,success,2.01
T2026090500006,20260905,145,3,2,35.28,success,1.42
T2026090500007,20260905,631,1,4,846.26,success,2.23
T2026090500008,20260905,653,2,1,204.34,failed,1.04
T2026090500009,20260905,791,3,3,526.23,success,0.88
T2026090500010,20260905,324,1,4,818.0,success,0.58
T2026090500011,20260905,215,3,2,43.4,success,4.79
T2026090500012,20260905,98,4,1,848.47,failed,4.72
T2026090500013,20260905,69,2,3,276.08,success,3.12
T2026090500014,20260905,761,1,2,960.78,success,0.72
T2026090500015,20260905,758,3,1,385.19,success,1.6
T2026090500016,20260905,202,3,1,761.25,success,0.92
T2026090500017,20260905,316,4,4,241.53,success,0.94
T2026090500018,20260905,55,4,4,305.01,success,1.68
T2026090500019,20260905,210,1,4,356.76,success,4.76
T2026090500020,20260905,669,4,1,864.64,success,4.3
T2026090500021,20260905,234,2,3,207.59,success,2.74
T2026090500022,20260905,888,1,4,717.44,success,3.65
T2026090500023,20260905,460,1,2,327.74,success,2.43
T2026090500024,20260905,283,3,4,721.99,success,4.98
T2026090500025,20260905,279,1,1,770.67,success,4.7
T2026090500026,20260905,428,2,3,947.18,success,1.62
T2026090500027,20260905,240,3,1,34.74,success,2.51
T2026090500028,20260905,873,4,4,292.67,success,4.3
T2026090500029,20260905,991,1,4,785.51,success,3.57
T2026090500030,20260905,906,2,3,315.9,success,1.0
T2026090500031,20260905,834,2,3,132.64,success,3.95
T2026090500032,20260905,358,4,4,412.05,success,3.05
T2026090500033,20260905,326,4,1,240.76,failed,3.86
T2026090500034,20260905,81,1,3,875.4,success,1.17
T2026090500035,20260905,582,1,4,483.27,success,2.98
T2026090500036,20260905,326,4,1,449.47,success,3.98
T2026090500037,20260905,417,4,1,914.34,success,4.55
T2026090500038,20260905,91,1,1,793.73,success,1.52
T2026090500039,20260905,785,1,1,408.63,success,2.01
T2026090500040,20260905,847,2,4,653.85,success,3.77
T2026090500041,20260905,549,2,1,808.67,success,3.15
T2026090500042,20260905,503,3,1,464.59,success,1.43
T2026090500043,20260905,827,3,1,509.42,success,1.5
T2026090500044,20260905,464,3,3,428.55,success,1.62
T2026090500045,20260905,252,2,2,793.04,success,3.58
T2026090500046,20260905,130,3,2,802.11,success,1.61
T2026090500047,20260905,243,3,4,360.83,success,3.65
T2026090500048,20260905,320,4,3,540.14,success,2.18
T2026090500049,20260905,18,4,3,798.03,success,2.05
T2026090500050,20260905,257,2,4,966.98,success,3.62
T2026090500051,20260905,439,3,4,981.3,success,4.52
T2026090500052,20260905,472,2,2,995.47,success,3.25
