transaction_id,date_key,customer_key,channel_key,city_key,amount,status,processing_time
T2026042700000,20260427,833,3,4,247.61,success,2.09
T2026042700001,20260427,503,4,1,732.17,success,2.92
T2026042700002,20260427,954,2,1,842.37,success,1.37
T2026042700003,20260427,344,1,4,862.78,success,3.15
T2026042700004,20260427,926,4,1,141.43,success,4.43
T2026042700005,20260427,254,2,3,337.89,success,0.99
T2026042700006,20260427,54,3,3,700.4,failed,0.78
T2026042700007,20260427,958,1,3,695.32,success,2.54
T2026042700008,20260427,377,4,4,988.97,success,3.32
T2026042700009,20260427,496,2,4,435.68,success,0.51
T2026042700010,20260427,96,1,2,386.6,success,1.52
T2026042700011,20260427,366,2,3,181.14,success,0.88
T2026042700012,20260427,925,1,3,262.25,success,2.22
T2026042700013,20260427,609,2,3,285.71,success,2.55
T2026042700014,20260427,805,1,3,58.7,success,0.79
T2026042700015,20260427,30,4,2,543.75,success,1.73
T2026042700016,20260427,931,2,4,567.46,success,0.63
T2026042700017,20260427,312,4,1,871.7,success,4.84
T2026042700018,20260427,42,3,3,585.57,success,3.08
T2026042700019,20260427,268,4,1,375.0,success,2.83
T2026042700020,20260427,560,3,3,405.02,success,0.69
T2026042700021,20260427,883,4,1,530.79,success,1.73
T2026042700022,20260427,913,4,3,216.75,success,1.22
T2026042700023,20260427,163,3,1,485.76,success,2.37
T2026042700024,20260427,975,4,2,802.14,success,1.82
T2026042700025,20260427,605,4,4,77.62,success,2.13
T2026042700026,20260427,299,1,3,86.81,success,4.27
T2026042700027,20260427,206,2,2,923.56,success,2.05
T2026042700028,20260427,668,4,1,508.36,success,1.02
T2026042700029,20260427,438,1,3,429.61,success,0.78
T2026042700030,20260427,352,4,3,877.36,success,0.92
T2026042700031,20260427,194,1,3,395.87,success,3.52
T2026042700032,20260427,825,3,2,752.92,success,3.74
T2026042700033,20260427,589,2,2,409.93,failed,2.21
T2026042700034,20260427,638,1,1,866.29,success,2.35
T2026042700035,20260427,953,4,4,592.33,success,1.06
T2026042700036,20260427,297,2,3,137.4,success,2.63
T2026042700037,20260427,954,2,1,47.76,success,4.63
T2026042700038,20260427,843,1,1,271.53,success,0.86
T2026042700039,20260427,228,1,3,650.16,success,4.76
T2026042700040,20260427,401,4,1,618.0,success,0.55
T2026042700041,20260427,941,2,2,807.91,success,4.97
T2026042700042,20260427,612,1,1,359.56,success,3.07
T2026042700043,20260427,284,4,3,528.86,success,2.84
T2026042700044,20260427,150,1,4,753.36,success,1.46
T2026042700045,20260427,751,4,3,671.05,success,3.01
T2026042700046,20260427,496,3,4,868.03,success,3.61
T2026042700047,20260427,482,4,3,95.71,success,3.53
T2026042700048,20260427,294,2,4,438.49,success,2.51
T2026042700049,20260427,901,3,1,951.12,success,3.46
T2026042700050,20260427,288,3,3,630.69,success,3.87
T2026042700051,20260427,367,4,1,326.09,success,3.83
T2026042700052,20260427,560,2,3,580.25,success,3.08
T2026042700053,20260427,782,2,4,83.68,failed,2.65
T2026042700054,20260427,594,2,4,130.43,success,1.64
T2026042700055,20260427,252,2,2,943.01,success,2.72
T2026042700056,20260427,108,1,4,284.3,success,4.65
T2026042700057,20260427,512,2,2,164.22,success,3.12
T2026042700058,20260427,4,3,1,536.66,success,2.03
T2026042700059,20260427,466,1,1,777.54,success,4.38
T2026042700060,20260427,124,3,3,689.99,success,0.78
T2026042700061,20260427,530,1,4,681.61,success,2.14
