transaction_id,date_key,customer_key,channel_key,city_key,amount,status,processing_time
T2026032100000,20260321,939,3,3,774.24,success,2.16
T2026032100001,20260321,489,4,3,460.65,success,2.52
T2026032100002,20260321,546,2,2,771.31,success,3.74
T2026032100003,20260321,30,4,2,231.2,success,2.61
T2026032100004,20260321,440,2,3,828.0,success,1.94
T2026032100005,20260321,338,1,1,906.1,success,2.38
T2026032100006,20260321,108,1,4,287.05,success,2.31
T2026032100007,20260321,594,1,4,670.31,failed,0.77
T2026032100008,20260321,838,2,4,169.44,success,3.95
T2026032100009,20260321,642,3,1,460.64,success,4.56
T2026032100010,20260321,838,3,4,574.3,success,1.73
T2026032100011,20260321,743,4,1,378.66,success,4.76
T2026032100012,20260321,676,4,3,543.88,success,1.93
T2026032100013,20260321,625,4,1,308.38,success,3.0
T2026032100014,20260321,39,3,1,55.41,success,3.08
T2026032100015,20260321,219,3,2,911.52,success,4.73
T2026032100016,20260321,122,4,2,896.48,success,1.61
T2026032100017,20260321,57,2,3,935.34,success,4.52
T2026032100018,20260321,596,4,3,413.65,failed,1.62
T2026032100019,20260321,706,1,4,203.97,success,4.19
T2026032100020,20260321,703,2,2,606.05,success,4.08
T2026032100021,20260321,879,2,1,801.76,success,1.6
T2026032100022,20260321,654,2,3,305.37,success,4.04
T2026032100023,20260321,671,3,2,97.23,success,3.54
T2026032100024,20260321,884,1,2,602.79,success,1.32
T2026032100025,20260321,558,2,2,33.34,success,3.13
T2026032100026,20260321,277,3,1,585.77,success,2.21
T2026032100027,20260321,983,4,1,495.92,success,0.53
T2026032100028,20260321,39,3,1,696.09,success,0.77
T2026032100029,20260321,879,4,1,670.51,failed,3.95
T2026032100030,20260321,755,3,3,66.38,failed,4.74
T2026032100031,20260321,461,4,3,580.56,success,0.77
T2026032100032,20260321,388,4,2,53.28,success,0.82
T2026032100033,20260321,302,2,2,996.25,success,0.64
T2026032100034,20260321,635,4,1,41.6,success,3.25
T2026032100035,20260321,672,3,4,917.7,success,2.94
T2026032100036,20260321,427,4,4,24.68,success,2.06
T2026032100037,20260321,397,3,3,640.75,success,3.94
T2026032100038,20260321,56,3,2,872.04,success,3.73
T2026032100039,20260321,104,4,4,802.7,failed,0.91
T2026032100040,20260321,836,1,1,676.1,success,3.84
T2026032100041,20260321,165,4,4,473.3,success,2.36
T2026032100042,20260321,304,4,3,186.64,success,4.69
T2026032100043,20260321,249,4,2,158.21,success,1.74
T2026032100044,20260321,386,2,1,71.7,success,1.15
T2026032100045,20260321,702,3,1,972.53,success,1.45
T2026032100046,20260321,817,3,1,702.02,success,3.53
T2026032100047,20260321,541,2,1,174.68,success,0.7
T2026032100048,20260321,376,3,3,610.27,success,1.06
T2026032100049,20260321,499,3,1,602.26,success,0.54
T2026032100050,20260321,56,2,2,550.61,success,1.73
T2026032100051,20260321,501,4,1,209.89,success,3.68
T2026032100052,20260321,824,4,2,591.58,success,1.38
T2026032100053,20260321,464,4,3,350.14,success,0.98
T2026032100054,20260321,606,1,4,989.79,success,1.3
T2026032100055,20260321,671,2,2,981.4,success,3.19
T2026032100056,20260321,205,3,1,395.95,success,0.61
T2026032100057,20260321,444,2,1,599.15,success,0.85
T2026032100058,20260321,47,1,1,361.02,success,1.51
T2026032100059,20260321,963,3,4,971.27,failed,2.63
T2026032100060,20260321,976,3,2,397.32,success,0.75
T2026032100061,20260321,446,3,4,16.07,failed,2.2
T2026032100062,20260321,244,1,4,127.93,success,4.29
T2026032100063,20260321,635,1,1,766.07,success,3.43
