transaction_id,date_key,customer_key,channel_key,city_key,amount,status,processing_time
T2026061000000,20260610,454,1,2,677.46,success,4.9
T2026061000001,20260610,826,3,2,728.85,success,2.25
T2026061000002,20260610,745,1,4,790.99,success,3.76
T2026061000003,20260610,887,4,3,933.92,success,3.41
T2026061000004,20260610,13,2,3,311.88,success,4.11
T2026061000005,20260610,520,3,4,616.6,success,2.15
T2026061000006,20260610,652,3,1,509.65,failed,2.62
T2026061000007,20260610,108,2,4,156.84,success,3.71
T2026061000008,20260610,997,2,2,944.34,success,4.71
T2026061000009,20260610,519,3,2,247.05,success,1.13
T2026061000010,20260610,690,3,1,115.74,success,3.55
T2026061000011,20260610,463,1,1,695.65,success,2.07
T2026061000012,20260610,462,4,2,536.92,success,3.1
T2026061000013,20260610,778,4,3,884.68,success,3.01
T2026061000014,20260610,693,1,1,83.44,success,3.53
T2026061000015,20260610,505,2,1,473.66,success,1.27
T2026061000016,20260610,852,2,4,268.97,success,1.95
T2026061000017,20260610,489,1,3,683.0,success,1.81
T2026061000018,20260610,22,1,3,183.36,success,3.92
T2026061000019,20260610,537,2,2,270.33,success,0.6
T2026061000020,20260610,300,4,1,500.75,success,2.61
T2026061000021,20260610,303,2,3,823.03,success,2.8
T2026061000022,20260610,678,4,4,930.18,success,4.63
T2026061000023,20260610,233,3,3,483.58,success,0.61
T2026061000024,20260610,592,4,2,988.71,success,3.58
T2026061000025,20260610,781,4,1,245.85,success,3.23
T2026061000026,20260610,484,2,3,248.65,success,3.17
T2026061000027,20260610,169,3,3,225.3,success,4.85
T2026061000028,20260610,697,4,1,810.96,success,1.48
T2026061000029,20260610,622,2,4,596.09,success,2.37
T2026061000030,20260610,665,2,4,639.33,failed,2.87
T2026061000031,20260610,626,1,3,758.07,failed,1.36
T2026061000032,20260610,127,2,3,674.5,success,3.88
T2026061000033,20260610,523,3,4,186.83,success,3.64
T2026061000034,20260610,960,2,2,163.51,success,4.41
T2026061000035,20260610,547,3,3,469.39,success,1.05
T2026061000036,20260610,656,4,3,811.47,failed,2.53
T2026061000037,20260610,751,4,3,993.04,success,2.19
T2026061000038,20260610,80,1,1,792.51,success,2.11
T2026061000039,20260610,563,1,1,754.54,success,3.13
T2026061000040,20260610,706,2,4,831.91,success,2.1
T2026061000041,20260610,499,1,1,856.41,success,0.66
T2026061000042,20260610,361,4,1,470.88,success,0.65
T2026061000043,20260610,927,3,2,17.87,success,0.64
T2026061000044,20260610,347,2,4,583.92,success,0.5
T2026061000045,20260610,946,4,3,14.36,success,1.37
T2026061000046,20260610,553,1,1,819.5,success,3.17
T2026061000047,20260610,193,3,3,83.43,success,4.83
T2026061000048,20260610,26,2,2,853.25,success,0.81
T2026061000049,20260610,633,3,4,361.64,success,3.28
T2026061000050,20260610,180,4,4,635.44,success,1.66
T2026061000051,20260610,651,3,4,737.43,failed,1.23
T2026061000052,20260610,318,1,4,268.32,success,3.0
T2026061000053,20260610,265,3,1,988.6,success,3.65
T2026061000054,20260610,885,1,2,305.61,success,3.13
T2026061000055,20260610,201,3,3,843.43,success,1.96
T2026061000056,20260610,326,2,1,644.37,failed,1.98
T2026061000057,20260610,39,4,1,737.99,success,1.03
T2026061000058,20260610,388,1,2,214.97,success,1.78
T2026061000059,20260610,563,3,1,607.49,success,1.6
T2026061000060,20260610,334,3,1,553.87,failed,1.76
T2026061000061,20260610,169,2,3,578.99,success,4.17
T2026061000062,20260610,829,4,4,899.44,success,3.88
T2026061000063,20260610,518,3,2,520.92,success,0.6
T2026061000064,20260610,993,2,4,822.06,success,1.55
T2026061000065,20260610,887,4,3,713.72,success,0.92
T2026061000066,20260610,669,4,1,993.56,success,3.38
T2026061000067,20260610,648,1,3,23.33,success,2.54
T2026061000068,20260610,744,2,3,561.8,success,3.27
T2026061000069,20260610,217,4,2,576.65,success,1.48
T2026061000070,20260610,412,1,1,430.37,success,1.43
T2026061000071,20260610,171,3,2,591.38,success,2.69
T2026061000072,20260610,586,1,3,641.16,success,1.61
T2026061000073,20260610,645,2,2,408.53,success,4.72
T2026061000074,20260610,610,3,4,157.61,success,3.33
T2026061000075,20260610,482,3,3,329.95,success,0.54
T2026061000076,20260610,563,3,1,679.18,success,1.55
T2026061000077,20260610,297,1,3,485.63,success,3.12
T2026061000078,20260610,947,1,4,923.5,success,4.76
T2026061000079,20260610,128,2,2,657.17,success,2.53
T2026061000080,20260610,85,1,3,428.31,success,1.37
T2026061000081,20260610,377,1,4,328.2,success,3.96
T2026061000082,20260610,378,3,1,121.04,failed,2.01
T2026061000083,20260610,311,4,1,159.29,success,4.04
T2026061000084,20260610,95,1,1,672.19,success,4.44
T2026061000085,20260610,164,1,4,824.96,success,1.54
T2026061000086,20260610,537,3,2,602.7,success,4.86
T2026061000087,20260610,379,3,2,404.56,success,2.03
T2026061000088,20260610,512,2,2,194.13,success,2.53
T2026061000089,20260610,507,4,1,707.93,success,0.68
T2026061000090,20260610,802,1,2,910.31,success,4.68
T2026061000091,20260610,836,2,1,319.09,success,3.11
T2026061000092,20260610,575,4,1,492.47,failed,1.41
T2026061000093,20260610,799,1,1,834.46,success,4.18
T2026061000094,20260610,359,2,4,733.65,success,1.74
T2026061000095,20260610,670,1,1,914.38,success,3.52
T2026061000096,20260610,343,4,1,410.08,success,2.45
T2026061000097,20260610,83,3,4,298.71,success,2.49
T2026061000098,20260610,740,1,3,917.16,success,0.54
T2026061000099,20260610,676,2,3,107.8,success,3.28
T2026061000100,20260610,337,3,3,927.0,success,3.34
T2026061000101,20260610,866,3,2,913.88,success,4.09
T2026061000102,20260610,77,1,2,777.59,failed,2.75
