transaction_id,date_key,customer_key,channel_key,city_key,amount,status,processing_time
T2026070500000,20260705,931,4,4,947.76,success,4.84
T2026070500001,20260705,583,4,1,166.48,success,4.87
T2026070500002,20260705,619,4,4,582.78,success,2.68
T2026070500003,20260705,556,1,2,228.0,failed,3.57
T2026070500004,20260705,769,3,4,346.58,success,3.28
T2026070500005,20260705,907,2,1,585.86,success,1.3
T2026070500006,20260705,274,1,3,516.11,failed,1.23
T2026070500007,20260705,140,4,3,925.64,success,4.78
T2026070500008,20260705,44,1,4,73.55,success,3.33
T2026070500009,20260705,738,1,3,71.77,success,0.93
T2026070500010,20260705,677,2,1,99.63,success,2.22
T2026070500011,20260705,685,3,2,414.75,failed,2.44
T2026070500012,20260705,839,2,4,641.06,success,1.42
T2026070500013,20260705,179,1,1,710.92,success,2.89
T2026070500014,20260705,487,4,3,805.33,success,0.94
T2026070500015,20260705,16,1,2,203.7,success,0.82
T2026070500016,20260705,708,1,3,580.18,success,3.32
T2026070500017,20260705,386,4,1,52.76,success,3.25
T2026070500018,20260705,169,1,3,754.75,success,4.73
T2026070500019,20260705,21,3,1,15.25,success,4.09
T2026070500020,20260705,72,4,4,68.08,success,3.42
T2026070500021,20260705,848,3,3,999.96,success,1.96
T2026070500022,20260705,977,4,2,626.27,success,4.31
T2026070500023,20260705,131,3,3,329.29,success,4.53
T2026070500024,20260705,330,4,3,958.12,success,1.52
T2026070500025,20260705,294,1,4,722.51,success,4.58
T2026070500026,20260705,863,1,3,272.24,success,1.61
T2026070500027,20260705,428,2,3,153.52,failed,0.55
T2026070500028,20260705,29,4,4,958.96,success,0.7
T2026070500029,20260705,779,3,1,723.64,success,3.46
T2026070500030,20260705,372,1,1,450.16,success,2.39
T2026070500031,20260705,285,1,4,247.92,success,0.94
T2026070500032,20260705,762,2,3,115.37,success,3.87
T2026070500033,20260705,3,4,2,188.86,success,2.39
T2026070500034,20260705,941,3,2,789.6,success,4.54
T2026070500035,20260705,634,2,3,116.82,success,4.72
T2026070500036,20260705,524,2,3,824.34,success,1.83
T2026070500037,20260705,150,3,4,290.78,failed,4.29
T2026070500038,20260705,450,1,2,124.02,success,4.49
T2026070500039,20260705,541,4,1,746.92,success,1.56
T2026070500040,20260705,35,2,4,404.28,success,0.88
T2026070500041,20260705,253,3,4,964.2,success,1.62
T2026070500042,20260705,550,3,1,916.85,success,2.26
T2026070500043,20260705,332,4,2,898.09,success,4.25
T2026070500044,20260705,510,4,4,720.31,success,0.74
T2026070500045,20260705,323,3,3,527.04,success,1.48
T2026070500046,20260705,700,1,2,801.98,success,3.29
