transaction_id,date_key,customer_key,channel_key,city_key,amount,status,processing_time
T2026042300000,20260423,671,2,2,49.85,success,3.06
T2026042300001,20260423,857,3,4,254.03,success,3.27
T2026042300002,20260423,649,1,3,805.66,failed,3.73
T2026042300003,20260423,230,4,3,111.82,success,2.26
T2026042300004,20260423,921,3,3,813.84,success,3.29
T2026042300005,20260423,534,2,4,355.53,success,2.36
T2026042300006,20260423,240,1,1,600.7,success,1.12
T2026042300007,20260423,986,3,3,130.76,failed,3.28
T2026042300008,20260423,760,4,1,596.96,success,3.12
T2026042300009,20260423,841,4,3,427.3,success,4.06
T2026042300010,20260423,649,2,3,401.43,success,5.0
T2026042300011,20260423,548,2,2,519.87,success,4.15
T2026042300012,20260423,516,2,1,582.91,success,2.58
T2026042300013,20260423,390,2,3,446.57,success,3.41
T2026042300014,20260423,897,3,1,457.18,success,1.32
T2026042300015,20260423,575,1,1,501.54,success,2.65
T2026042300016,20260423,63,4,2,852.64,failed,1.26
T2026042300017,20260423,837,1,3,473.67,success,4.37
T2026042300018,20260423,454,4,2,378.18,success,4.54
T2026042300019,20260423,508,4,3,948.52,success,0.71
T2026042300020,20260423,658,2,3,504.47,success,1.6
T2026042300021,20260423,575,2,1,486.88,success,3.89
T2026042300022,20260423,937,4,2,758.51,success,2.03
T2026042300023,20260423,513,1,4,907.93,success,1.1
T2026042300024,20260423,91,2,1,319.31,success,4.7
T2026042300025,20260423,275,1,1,384.93,success,1.62
T2026042300026,20260423,989,2,1,568.98,success,1.86
T2026042300027,20260423,7,1,1,442.53,success,3.78
T2026042300028,20260423,175,4,4,552.42,success,2.4
T2026042300029,20260423,661,1,4,466.37,success,0.72
T2026042300030,20260423,362,1,4,827.36,success,2.32
T2026042300031,20260423,200,1,3,88.01,success,4.01
T2026042300032,20260423,976,3,2,178.88,success,1.42
T2026042300033,20260423,299,4,3,400.56,success,4.95
T2026042300034,20260423,714,1,2,411.72,success,0.63
T2026042300035,20260423,786,1,2,863.43,success,1.7
T2026042300036,20260423,348,4,4,597.06,success,1.92
T2026042300037,20260423,428,1,3,489.74,success,3.62
T2026042300038,20260423,959,2,4,383.87,success,4.32
T2026042300039,20260423,206,2,2,11.28,success,4.3
T2026042300040,20260423,292,1,3,284.65,success,3.17
T2026042300041,20260423,534,2,4,54.68,success,4.26
T2026042300042,20260423,869,3,4,41.15,success,3.67
T2026042300043,20260423,626,1,3,753.62,success,1.14
T2026042300044,20260423,417,1,1,645.24,success,0.6
T2026042300045,20260423,83,2,4,821.85,success,1.02
T2026042300046,20260423,863,1,3,21.54,success,2.05
T2026042300047,20260423,326,4,1,218.41,success,0.65
T2026042300048,20260423,16,2,2,615.8,success,2.09
T2026042300049,20260423,681,2,2,929.55,success,4.08
T2026042300050,20260423,564,2,4,483.4,success,2.8
T2026042300051,20260423,53,4,1,586.83,success,3.98
T2026042300052,20260423,919,1,1,270.22,success,2.89
T2026042300053,20260423,809,2,2,235.93,success,4.99
T2026042300054,20260423,916,2,2,539.61,failed,0.83
T2026042300055,20260423,358,4,4,307.59,success,2.29
T2026042300056,20260423,506,2,4,144.1,success,3.18
T2026042300057,20260423,898,1,4,21.89,success,2.02
T2026042300058,20260423,553,1,1,222.64,success,2.7
T2026042300059,20260423,86,4,1,598.08,success,3.26
T2026042300060,20260423,219,4,2,706.93,success,3.98
T2026042300061,20260423,239,3,2,84.67,success,2.04
T2026042300062,20260423,292,3,3,713.51,success,3.73
T2026042300063,20260423,708,1,3,283.62,success,2.35
T2026042300064,20260423,296,4,1,870.82,success,2.74
T2026042300065,20260423,866,3,2,58.39,success,2.91
T2026042300066,20260423,380,1,4,780.8,success,3.55
T2026042300067,20260423,823,3,2,350.8,success,1.61
T2026042300068,20260423,693,4,1,955.35,success,3.04
T2026042300069,20260423,843,2,1,866.12,success,4.12
T2026042300070,20260423,367,2,1,971.46,success,3.69
T2026042300071,20260423,224,4,4,554.43,success,1.6
T2026042300072,20260423,218,3,3,276.52,failed,1.93
T2026042300073,20260423,923,1,2,840.76,success,2.48
T2026042300074,20260423,193,1,3,915.33,success,2.52
T2026042300075,20260423,954,2,1,819.25,success,1.83
T2026042300076,20260423,744,3,3,305.68,success,1.19
T2026042300077,20260423,205,4,1,175.41,success,2.79
T2026042300078,20260423,276,1,1,548.87,success,2.84
T2026042300079,20260423,869,1,4,449.3,success,1.24
T2026042300080,20260423,747,3,4,363.62,success,3.62
T2026042300081,20260423,991,2,4,423.95,success,1.42
T2026042300082,20260423,272,1,2,472.69,success,4.38
T2026042300083,20260423,352,1,3,452.91,success,1.51
T2026042300084,20260423,35,3,4,297.98,success,4.33
T2026042300085,20260423,727,3,2,528.71,success,2.11
T2026042300086,20260423,143,4,4,176.72,success,4.2
T2026042300087,20260423,871,3,3,87.29,success,0.65
T2026042300088,20260423,849,3,1,732.06,success,1.32
T2026042300089,20260423,825,2,2,868.1,success,3.46
T2026042300090,20260423,105,1,2,564.02,success,2.56
T2026042300091,20260423,6,1,4,360.44,success,4.64
T2026042300092,20260423,87,1,4,288.68,success,4.57
T2026042300093,20260423,885,4,2,19.27,success,3.49
T2026042300094,20260423,362,2,4,567.0,success,0.72
T2026042300095,20260423,447,4,3,152.73,success,2.43
T2026042300096,20260423,157,4,2,254.62,success,1.61
T2026042300097,20260423,340,3,3,444.06,success,3.5
T2026042300098,20260423,209,3,2,556.94,success,4.26
T2026042300099,20260423,303,2,3,207.98,success,0.95
T2026042300100,20260423,805,4,3,143.0,success,4.31
T2026042300101,20260423,413,3,2,617.22,success,3.64
T2026042300102,20260423,29,3,4,617.03,failed,2.17
T2026042300103,20260423,473,4,3,466.8,success,3.99
T2026042300104,20260423,371,1,3,802.99,success,1.24
T2026042300105,20260423,236,2,3,56.89,success,4.75
T2026042300106,20260423,721,1,2,859.86,success,2.93
T2026042300107,20260423,675,1,2,401.76,success,4.02
T2026042300108,20260423,839,2,4,371.72,success,4.94
T2026042300109,20260423,149,2,1,555.28,success,3.55
T2026042300110,20260423,338,1,1,956.9,failed,2.32
T2026042300111,20260423,172,4,4,701.88,success,1.89
T2026042300112,20260423,397,3,3,999.54,success,4.4
T2026042300113,20260423,952,3,4,942.5,success,4.7
T2026042300114,20260423,564,2,4,443.05,success,2.57
T2026042300115,20260423,663,1,3,907.6,success,4.52
T2026042300116,20260423,128,2,2,466.77,success,0.72
T2026042300117,20260423,589,3,2,532.38,success,1.51
T2026042300118,20260423,387,4,3,923.71,failed,1.77
T2026042300119,20260423,717,3,3,866.06,failed,1.71
T2026042300120,20260423,247,1,4,55.86,failed,0.94
T2026042300121,20260423,714,4,2,822.25,success,2.88
T2026042300122,20260423,803,4,3,717.37,success,0.67
T2026042300123,20260423,820,3,2,692.62,success,1.22
T2026042300124,20260423,674,1,3,607.98,failed,1.07
T2026042300125,20260423,556,3,2,115.6,success,3.47
T2026042300126,20260423,871,2,3,971.49,success,4.15
T2026042300127,20260423,228,3,3,312.04,success,2.57
T2026042300128,20260423,771,3,2,468.67,success,2.3
T2026042300129,20260423,828,2,3,709.54,success,1.6
T2026042300130,20260423,614,4,3,93.59,success,4.62
T2026042300131,20260423,609,2,3,295.38,success,1.5
T2026042300132,20260423,956,2,3,342.69,success,1.54
T2026042300133,20260423,468,3,4,764.42,success,2.85
T2026042300134,20260423,823,1,2,130.97,success,3.19
T2026042300135,20260423,370,4,4,367.97,success,3.6
T2026042300136,20260423,77,2,2,278.38,failed,4.05
